净值日期,单位净值
2019-09-24 16:00:00,0.98
2019-09-25 16:00:00,0.9644
2019-09-26 16:00:00,0.9711
2019-09-29 16:00:00,0.9644
2019-10-07 16:00:00,0.9717
2019-10-08 16:00:00,0.9778
2019-10-09 16:00:00,0.9892
2019-10-10 16:00:00,0.9919
2019-10-13 16:00:00,1.0036
2019-10-14 16:00:00,1.0015
2019-10-15 16:00:00,0.997
2019-10-16 16:00:00,0.9964
2019-10-17 16:00:00,0.9837
2019-10-20 16:00:00,0.9841
2019-10-21 16:00:00,0.9923
2019-10-22 16:00:00,0.9892
2019-10-23 16:00:00,0.9878
2019-10-24 16:00:00,0.9986
2019-10-27 16:00:00,1.0088
2019-10-28 16:00:00,1.0014
2019-10-29 16:00:00,0.999
2019-10-30 16:00:00,0.9936
2019-10-31 16:00:00,1.0047
2019-11-03 16:00:00,1.0173
2019-11-04 16:00:00,1.0261
2019-11-05 16:00:00,1.0234
2019-11-06 16:00:00,1.0343
2019-11-07 16:00:00,1.0299
2019-11-10 16:00:00,1.0085
2019-11-11 16:00:00,1.0107
2019-11-12 16:00:00,1.0059
2019-11-13 16:00:00,1.0108
2019-11-14 16:00:00,0.9973
2019-11-17 16:00:00,1.02
2019-11-18 16:00:00,1.0345
2019-11-19 16:00:00,1.0283
2019-11-20 16:00:00,1.0249
2019-11-21 16:00:00,1.0134
2019-11-24 16:00:00,1.0186
2019-11-25 16:00:00,1.0196
2019-11-26 16:00:00,1.018
2019-11-27 16:00:00,1.0156
2019-11-28 16:00:00,1.0105
2019-12-01 16:00:00,1.0123
2019-12-02 16:00:00,1.0159
2019-12-03 16:00:00,1.0151
2019-12-04 16:00:00,1.0236
2019-12-05 16:00:00,1.0266
2019-12-08 16:00:00,1.0309
2019-12-09 16:00:00,1.0327
2019-12-10 16:00:00,1.0335
2019-12-11 16:00:00,1.0313
2019-12-12 16:00:00,1.0444
2019-12-15 16:00:00,1.0582
2019-12-16 16:00:00,1.0698
2019-12-17 16:00:00,1.0702
2019-12-18 16:00:00,1.075
2019-12-19 16:00:00,1.0711
2019-12-22 16:00:00,1.0562
2019-12-23 16:00:00,1.0666
2019-12-24 16:00:00,1.0651
2019-12-25 16:00:00,1.0747
2019-12-26 16:00:00,1.0704
2019-12-29 16:00:00,1.0838
2019-12-30 16:00:00,1.0916
2020-01-01 16:00:00,1.1091
2020-01-02 16:00:00,1.1088
2020-01-05 16:00:00,1.1116
2020-01-06 16:00:00,1.1264
2020-01-07 16:00:00,1.1113
2020-01-08 16:00:00,1.1283
2020-01-09 16:00:00,1.1316
2020-01-12 16:00:00,1.1445
2020-01-13 16:00:00,1.1465
2020-01-14 16:00:00,1.1412
2020-01-15 16:00:00,1.1366
2020-01-16 16:00:00,1.1338
2020-01-19 16:00:00,1.1425
2020-01-20 16:00:00,1.1301
2020-01-21 16:00:00,1.1315
2020-01-22 16:00:00,1.0957
2020-02-02 16:00:00,1.0118
2020-02-03 16:00:00,1.0212
2020-02-04 16:00:00,1.0445
2020-02-05 16:00:00,1.0717
2020-02-06 16:00:00,1.0776
2020-02-09 16:00:00,1.0885
2020-02-10 16:00:00,1.0872
2020-02-11 16:00:00,1.1026
2020-02-12 16:00:00,1.0901
2020-02-13 16:00:00,1.0919
2020-02-16 16:00:00,1.1217
2020-02-17 16:00:00,1.1322
2020-02-18 16:00:00,1.1229
2020-02-19 16:00:00,1.1418
2020-02-20 16:00:00,1.151
2020-02-23 16:00:00,1.1666
2020-02-24 16:00:00,1.1678
2020-02-25 16:00:00,1.1499
2020-02-26 16:00:00,1.1563
2020-02-27 16:00:00,1.0974
2020-03-01 16:00:00,1.1443
2020-03-02 16:00:00,1.1562
2020-03-03 16:00:00,1.1669
2020-03-04 16:00:00,1.1875
2020-03-05 16:00:00,1.1793
2020-03-08 16:00:00,1.1367
2020-03-09 16:00:00,1.1608
2020-03-10 16:00:00,1.1456
2020-03-11 16:00:00,1.1211
2020-03-12 16:00:00,1.1105
2020-03-15 16:00:00,1.0613
2020-03-16 16:00:00,1.0634
2020-03-17 16:00:00,1.0507
2020-03-18 16:00:00,1.0584
2020-03-19 16:00:00,1.075
2020-03-22 16:00:00,1.0312
2020-03-23 16:00:00,1.0557
2020-03-24 16:00:00,1.082
2020-03-25 16:00:00,1.0681
2020-03-26 16:00:00,1.071
2020-03-29 16:00:00,1.0517
2020-03-30 16:00:00,1.0524
2020-03-31 16:00:00,1.0465
2020-04-01 16:00:00,1.0686
2020-04-02 16:00:00,1.0603
2020-04-06 16:00:00,1.0927
2020-04-07 16:00:00,1.0973
2020-04-08 16:00:00,1.1082
2020-04-09 16:00:00,1.0886
2020-04-12 16:00:00,1.0812
2020-04-13 16:00:00,1.1035
2020-04-14 16:00:00,1.0997
2020-04-15 16:00:00,1.1069
2020-04-16 16:00:00,1.111
2020-04-19 16:00:00,1.1312
2020-04-20 16:00:00,1.132
2020-04-21 16:00:00,1.1459
2020-04-22 16:00:00,1.1447
2020-04-23 16:00:00,1.1297
2020-04-26 16:00:00,1.1335
2020-04-27 16:00:00,1.1186
2020-04-28 16:00:00,1.114
2020-04-29 16:00:00,1.1273
2020-05-05 16:00:00,1.1457
2020-05-06 16:00:00,1.1446
2020-05-07 16:00:00,1.1575
2020-05-10 16:00:00,1.1583
2020-05-11 16:00:00,1.1597
2020-05-12 16:00:00,1.1685
2020-05-13 16:00:00,1.156
2020-05-14 16:00:00,1.1564
2020-05-17 16:00:00,1.1585
2020-05-18 16:00:00,1.1734
2020-05-19 16:00:00,1.1626
2020-05-20 16:00:00,1.1547
2020-05-21 16:00:00,1.1406
2020-05-24 16:00:00,1.1434
2020-05-25 16:00:00,1.1696
2020-05-26 16:00:00,1.1657
2020-05-27 16:00:00,1.1578
2020-05-28 16:00:00,1.1679
2020-05-31 16:00:00,1.2019
2020-06-01 16:00:00,1.2068
2020-06-02 16:00:00,1.2067
2020-06-03 16:00:00,1.2088
2020-06-04 16:00:00,1.207
2020-06-07 16:00:00,1.2121
2020-06-08 16:00:00,1.2221
2020-06-09 16:00:00,1.2261
2020-06-10 16:00:00,1.2206
2020-06-11 16:00:00,1.2258
2020-06-14 16:00:00,1.2342
2020-06-15 16:00:00,1.2586
2020-06-16 16:00:00,1.2701
2020-06-17 16:00:00,1.2648
2020-06-18 16:00:00,1.269
2020-06-21 16:00:00,1.2741
2020-06-22 16:00:00,1.273
2020-06-23 16:00:00,1.2697
2020-06-28 16:00:00,1.2733
2020-06-29 16:00:00,1.2948
2020-06-30 16:00:00,1.2974
2020-07-01 16:00:00,1.3169
2020-07-02 16:00:00,1.3269
2020-07-05 16:00:00,1.3779
2020-07-06 16:00:00,1.3925
2020-07-07 16:00:00,1.42
2020-07-08 16:00:00,1.4587
2020-07-09 16:00:00,1.4474
2020-07-12 16:00:00,1.5152
2020-07-13 16:00:00,1.5201
2020-07-14 16:00:00,1.4838
2020-07-15 16:00:00,1.4073
2020-07-16 16:00:00,1.4284
2020-07-19 16:00:00,1.4753
2020-07-20 16:00:00,1.4869
2020-07-21 16:00:00,1.4972
2020-07-22 16:00:00,1.5075
2020-07-23 16:00:00,1.4428
2020-07-26 16:00:00,1.4454
2020-07-27 16:00:00,1.4668
2020-07-28 16:00:00,1.5102
2020-07-29 16:00:00,1.5233
2020-07-30 16:00:00,1.5428
2020-08-02 16:00:00,1.5809
2020-08-03 16:00:00,1.5654
2020-08-04 16:00:00,1.5913
