净值日期,单位净值
2019-09-24 16:00:00,1.1779
2019-09-25 16:00:00,1.1677
2019-09-26 16:00:00,1.1671
2019-09-29 16:00:00,1.1655
2019-10-07 16:00:00,1.1963
2019-10-08 16:00:00,1.2227
2019-10-09 16:00:00,1.2244
2019-10-10 16:00:00,1.2359
2019-10-13 16:00:00,1.2436
2019-10-14 16:00:00,1.2355
2019-10-15 16:00:00,1.2412
2019-10-16 16:00:00,1.2366
2019-10-17 16:00:00,1.2206
2019-10-20 16:00:00,1.253
2019-10-21 16:00:00,1.2541
2019-10-22 16:00:00,1.2388
2019-10-23 16:00:00,1.2463
2019-10-24 16:00:00,1.254
2019-10-27 16:00:00,1.2466
2019-10-28 16:00:00,1.2386
2019-10-29 16:00:00,1.2275
2019-10-30 16:00:00,1.2154
2019-10-31 16:00:00,1.2269
2019-11-03 16:00:00,1.2223
2019-11-04 16:00:00,1.2361
2019-11-05 16:00:00,1.2203
2019-11-06 16:00:00,1.2331
2019-11-07 16:00:00,1.2237
2019-11-10 16:00:00,1.1994
2019-11-11 16:00:00,1.1966
2019-11-12 16:00:00,1.1869
2019-11-13 16:00:00,1.1868
2019-11-14 16:00:00,1.1763
2019-11-17 16:00:00,1.2004
2019-11-18 16:00:00,1.2181
2019-11-19 16:00:00,1.2099
2019-11-20 16:00:00,1.2056
2019-11-21 16:00:00,1.2064
2019-11-24 16:00:00,1.2388
2019-11-25 16:00:00,1.2306
2019-11-26 16:00:00,1.2219
2019-11-27 16:00:00,1.2145
2019-11-28 16:00:00,1.2086
2019-12-01 16:00:00,1.236
2019-12-02 16:00:00,1.2353
2019-12-03 16:00:00,1.2254
2019-12-04 16:00:00,1.2199
2019-12-05 16:00:00,1.2198
2019-12-08 16:00:00,1.2509
2019-12-09 16:00:00,1.2473
2019-12-10 16:00:00,1.2572
2019-12-11 16:00:00,1.2463
2019-12-12 16:00:00,1.2588
2019-12-15 16:00:00,1.2681
2019-12-16 16:00:00,1.2925
2019-12-17 16:00:00,1.2876
2019-12-18 16:00:00,1.2942
2019-12-19 16:00:00,1.3115
2019-12-22 16:00:00,1.2848
2019-12-23 16:00:00,1.2761
2019-12-24 16:00:00,1.2745
2019-12-25 16:00:00,1.3101
2019-12-26 16:00:00,1.3154
2019-12-29 16:00:00,1.3296
2019-12-30 16:00:00,1.3409
2020-01-01 16:00:00,1.354
2020-01-02 16:00:00,1.3405
2020-01-05 16:00:00,1.3277
2020-01-06 16:00:00,1.343
2020-01-07 16:00:00,1.3185
2020-01-08 16:00:00,1.3384
2020-01-09 16:00:00,1.3176
2020-01-12 16:00:00,1.3237
2020-01-13 16:00:00,1.3192
2020-01-14 16:00:00,1.2993
