净值日期,单位净值
2019-09-24 16:00:00,0.9048
2019-09-25 16:00:00,0.9033
2019-09-26 16:00:00,0.9031
2019-09-29 16:00:00,0.9039
2019-10-07 16:00:00,0.9052
2019-10-08 16:00:00,0.9068
2019-10-09 16:00:00,0.9078
2019-10-10 16:00:00,0.9092
2019-10-13 16:00:00,0.9132
2019-10-14 16:00:00,0.9119
2019-10-15 16:00:00,0.9109
2019-10-16 16:00:00,0.9107
2019-10-17 16:00:00,0.9073
2019-10-20 16:00:00,0.9084
2019-10-21 16:00:00,0.9088
2019-10-22 16:00:00,0.9087
2019-10-23 16:00:00,0.9089
2019-10-24 16:00:00,0.9093
2019-10-27 16:00:00,0.9102
2019-10-28 16:00:00,0.9101
2019-10-29 16:00:00,0.9091
2019-10-30 16:00:00,0.9085
2019-10-31 16:00:00,0.911
2019-11-03 16:00:00,0.912
2019-11-04 16:00:00,0.9138
2019-11-05 16:00:00,0.9146
2019-11-06 16:00:00,0.9154
2019-11-07 16:00:00,0.9148
2019-11-10 16:00:00,0.9101
2019-11-11 16:00:00,0.9103
2019-11-12 16:00:00,0.9104
2019-11-13 16:00:00,0.9103
2019-11-14 16:00:00,0.9099
2019-11-17 16:00:00,0.9137
2019-11-18 16:00:00,0.9167
2019-11-19 16:00:00,0.9156
2019-11-20 16:00:00,0.9161
2019-11-21 16:00:00,0.9162
2019-11-24 16:00:00,0.9214
2019-11-25 16:00:00,0.9211
2019-11-26 16:00:00,0.9197
2019-11-27 16:00:00,0.918
2019-11-28 16:00:00,0.9173
2019-12-01 16:00:00,0.9186
2019-12-02 16:00:00,0.9188
2019-12-03 16:00:00,0.9187
2019-12-04 16:00:00,0.9194
2019-12-05 16:00:00,0.9192
2019-12-08 16:00:00,0.9214
2019-12-09 16:00:00,0.922
2019-12-10 16:00:00,0.9237
2019-12-11 16:00:00,0.9229
2019-12-12 16:00:00,0.9261
2019-12-15 16:00:00,0.9287
2019-12-16 16:00:00,0.9337
2019-12-17 16:00:00,0.9344
2019-12-18 16:00:00,0.9354
2019-12-19 16:00:00,0.9347
2019-12-22 16:00:00,0.929
2019-12-23 16:00:00,0.9321
2019-12-24 16:00:00,0.9332
2019-12-25 16:00:00,0.9366
2019-12-26 16:00:00,0.936
2019-12-29 16:00:00,0.9405
2019-12-30 16:00:00,0.9412
2020-01-01 16:00:00,0.9457
2020-01-02 16:00:00,0.9453
2020-01-05 16:00:00,0.9451
2020-01-06 16:00:00,0.9472
2020-01-07 16:00:00,0.9449
2020-01-08 16:00:00,0.9487
2020-01-09 16:00:00,0.9483
2020-01-12 16:00:00,0.9515
2020-01-13 16:00:00,0.9507
2020-01-14 16:00:00,0.9477
2020-01-15 16:00:00,0.9471
2020-01-16 16:00:00,0.9489
2020-01-19 16:00:00,0.9486
2020-01-20 16:00:00,0.9445
2020-01-21 16:00:00,0.953
2020-01-22 16:00:00,0.9428
2020-02-02 16:00:00,0.9164
2020-02-03 16:00:00,0.934
2020-02-04 16:00:00,0.9414
2020-02-05 16:00:00,0.9571
2020-02-06 16:00:00,0.9664
2020-02-09 16:00:00,0.9728
2020-02-10 16:00:00,0.9697
2020-02-11 16:00:00,0.9905
2020-02-12 16:00:00,0.9924
2020-02-13 16:00:00,0.993
2020-02-16 16:00:00,1.0236
2020-02-17 16:00:00,1.0452
2020-02-18 16:00:00,1.0408
2020-02-19 16:00:00,1.0556
2020-02-20 16:00:00,1.0721
2020-02-23 16:00:00,1.0855
2020-02-24 16:00:00,1.0956
2020-02-25 16:00:00,1.0563
2020-02-26 16:00:00,1.0549
2020-02-27 16:00:00,1.0262
2020-03-01 16:00:00,1.0375
2020-03-02 16:00:00,1.0468
2020-03-03 16:00:00,1.0385
2020-03-04 16:00:00,1.0444
2020-03-05 16:00:00,1.0405
2020-03-08 16:00:00,1.0071
2020-03-09 16:00:00,1.0286
2020-03-10 16:00:00,1.0172
2020-03-11 16:00:00,1.0094
2020-03-12 16:00:00,1.0117
2020-03-15 16:00:00,0.9878
2020-03-16 16:00:00,0.9908
2020-03-17 16:00:00,0.9864
2020-03-18 16:00:00,0.9889
2020-03-19 16:00:00,0.9925
2020-03-22 16:00:00,0.975
2020-03-23 16:00:00,0.9845
2020-03-24 16:00:00,0.997
2020-03-25 16:00:00,0.9967
2020-03-26 16:00:00,0.9945
2020-03-29 16:00:00,0.9849
2020-03-30 16:00:00,0.9844
2020-03-31 16:00:00,0.9852
2020-04-01 16:00:00,1.001
2020-04-02 16:00:00,0.9968
2020-04-06 16:00:00,1.0106
2020-04-07 16:00:00,1.0106
2020-04-08 16:00:00,1.0127
2020-04-09 16:00:00,1.0024
2020-04-12 16:00:00,0.9968
2020-04-13 16:00:00,1.0081
2020-04-14 16:00:00,1.0093
2020-04-15 16:00:00,1.0128
2020-04-16 16:00:00,1.0196
2020-04-19 16:00:00,1.0284
2020-04-20 16:00:00,1.0236
2020-04-21 16:00:00,1.032
2020-04-22 16:00:00,1.0296
2020-04-23 16:00:00,1.0261
2020-04-26 16:00:00,1.0273
2020-04-27 16:00:00,1.0293
2020-04-28 16:00:00,1.0308
2020-04-29 16:00:00,1.0494
2020-05-05 16:00:00,1.0616
2020-05-06 16:00:00,1.0595
2020-05-07 16:00:00,1.0663
2020-05-10 16:00:00,1.0618
2020-05-11 16:00:00,1.0626
2020-05-12 16:00:00,1.0646
2020-05-13 16:00:00,1.0632
2020-05-14 16:00:00,1.068
2020-05-17 16:00:00,1.0636
2020-05-18 16:00:00,1.0729
2020-05-19 16:00:00,1.0671
2020-05-20 16:00:00,1.0597
2020-05-21 16:00:00,1.0548
2020-05-24 16:00:00,1.0508
2020-05-25 16:00:00,1.0594
2020-05-26 16:00:00,1.0563
2020-05-27 16:00:00,1.0543
2020-05-28 16:00:00,1.0584
2020-05-31 16:00:00,1.0679
2020-06-01 16:00:00,1.0645
2020-06-02 16:00:00,1.0643
2020-06-03 16:00:00,1.064
2020-06-04 16:00:00,1.0648
2020-06-07 16:00:00,1.0657
2020-06-08 16:00:00,1.0686
2020-06-09 16:00:00,1.0699
2020-06-10 16:00:00,1.07
2020-06-11 16:00:00,1.0709
2020-06-14 16:00:00,1.0642
2020-06-15 16:00:00,1.0718
2020-06-16 16:00:00,1.0687
2020-06-17 16:00:00,1.0714
2020-06-18 16:00:00,1.0788
2020-06-21 16:00:00,1.0847
2020-06-22 16:00:00,1.0894
2020-06-23 16:00:00,1.0919
2020-06-28 16:00:00,1.0908
2020-06-29 16:00:00,1.1005
2020-06-30 16:00:00,1.1009
2020-07-01 16:00:00,1.1031
2020-07-02 16:00:00,1.107
2020-07-05 16:00:00,1.1258
2020-07-06 16:00:00,1.1346
2020-07-07 16:00:00,1.1435
2020-07-08 16:00:00,1.153
2020-07-09 16:00:00,1.151
2020-07-12 16:00:00,1.1587
2020-07-13 16:00:00,1.153
2020-07-14 16:00:00,1.1458
2020-07-15 16:00:00,1.13
2020-07-16 16:00:00,1.1321
2020-07-19 16:00:00,1.1383
2020-07-20 16:00:00,1.149
2020-07-21 16:00:00,1.1582
2020-07-22 16:00:00,1.1638
2020-07-23 16:00:00,1.1411
2020-07-26 16:00:00,1.1409
2020-07-27 16:00:00,1.1444
2020-07-28 16:00:00,1.1606
2020-07-29 16:00:00,1.1599
2020-07-30 16:00:00,1.1709
2020-08-02 16:00:00,1.184
2020-08-03 16:00:00,1.1806
2020-08-04 16:00:00,1.1857
2020-08-05 16:00:00,1.1867
2020-08-06 16:00:00,1.1795
2020-08-09 16:00:00,1.1813
2020-08-10 16:00:00,1.1746
2020-08-11 16:00:00,1.1647
2020-08-12 16:00:00,1.1662
2020-08-13 16:00:00,1.1764
2020-08-16 16:00:00,1.1858
2020-08-17 16:00:00,1.1904
2020-08-18 16:00:00,1.1793
2020-08-19 16:00:00,1.1719
2020-08-20 16:00:00,1.1757
2020-08-23 16:00:00,1.1777
2020-08-24 16:00:00,1.1742
2020-08-25 16:00:00,1.1645
2020-08-26 16:00:00,1.1707
2020-08-27 16:00:00,1.1747
2020-08-30 16:00:00,1.1736
2020-08-31 16:00:00,1.1774
2020-09-01 16:00:00,1.1765
2020-09-02 16:00:00,1.171
2020-09-03 16:00:00,1.1645
2020-09-06 16:00:00,1.1522
2020-09-07 16:00:00,1.151
