净值日期,单位净值
2019-09-24 16:00:00,0.9399
2019-09-25 16:00:00,0.9203
2019-09-26 16:00:00,0.9249
2019-09-29 16:00:00,0.9168
2019-10-07 16:00:00,0.9155
2019-10-08 16:00:00,0.924
2019-10-09 16:00:00,0.9354
2019-10-10 16:00:00,0.9341
2019-10-13 16:00:00,0.9405
2019-10-14 16:00:00,0.9284
2019-10-15 16:00:00,0.9193
2019-10-16 16:00:00,0.9173
2019-10-17 16:00:00,0.9053
2019-10-20 16:00:00,0.9041
2019-10-21 16:00:00,0.9129
2019-10-22 16:00:00,0.9054
2019-10-23 16:00:00,0.9053
2019-10-24 16:00:00,0.9129
2019-10-27 16:00:00,0.9202
2019-10-28 16:00:00,0.911
2019-10-29 16:00:00,0.9107
2019-10-30 16:00:00,0.9043
2019-10-31 16:00:00,0.9161
2019-11-03 16:00:00,0.921
2019-11-04 16:00:00,0.9333
2019-11-05 16:00:00,0.9333
2019-11-06 16:00:00,0.9401
2019-11-07 16:00:00,0.9382
2019-11-10 16:00:00,0.9207
2019-11-11 16:00:00,0.9215
2019-11-12 16:00:00,0.917
2019-11-13 16:00:00,0.9221
2019-11-14 16:00:00,0.9119
2019-11-17 16:00:00,0.9208
2019-11-18 16:00:00,0.9322
2019-11-19 16:00:00,0.9252
2019-11-20 16:00:00,0.9246
2019-11-21 16:00:00,0.9176
2019-11-24 16:00:00,0.9214
2019-11-25 16:00:00,0.9227
2019-11-26 16:00:00,0.9241
2019-11-27 16:00:00,0.9195
2019-11-28 16:00:00,0.9148
2019-12-01 16:00:00,0.918
2019-12-02 16:00:00,0.9191
2019-12-03 16:00:00,0.9141
2019-12-04 16:00:00,0.9253
2019-12-05 16:00:00,0.9273
2019-12-08 16:00:00,0.9315
2019-12-09 16:00:00,0.9346
2019-12-10 16:00:00,0.9308
2019-12-11 16:00:00,0.9284
2019-12-12 16:00:00,0.9407
2019-12-15 16:00:00,0.946
2019-12-16 16:00:00,0.9566
2019-12-17 16:00:00,0.9541
2019-12-18 16:00:00,0.9552
2019-12-19 16:00:00,0.9497
2019-12-22 16:00:00,0.9423
2019-12-23 16:00:00,0.9726
2019-12-24 16:00:00,0.987
2019-12-25 16:00:00,0.9959
2019-12-26 16:00:00,0.9978
2019-12-29 16:00:00,1.0196
2019-12-30 16:00:00,1.0215
2020-01-01 16:00:00,1.0377
2020-01-02 16:00:00,1.0438
2020-01-05 16:00:00,1.0574
2020-01-06 16:00:00,1.0641
2020-01-07 16:00:00,1.0555
2020-01-08 16:00:00,1.0649
2020-01-09 16:00:00,1.0647
2020-01-12 16:00:00,1.0826
2020-01-13 16:00:00,1.0875
2020-01-14 16:00:00,1.0775
2020-01-15 16:00:00,1.0831
2020-01-16 16:00:00,1.085
2020-01-19 16:00:00,1.0865
2020-01-20 16:00:00,1.0684
2020-01-21 16:00:00,1.0718
2020-01-22 16:00:00,1.043
2020-02-02 16:00:00,0.9637
2020-02-03 16:00:00,0.9979
2020-02-04 16:00:00,1.0234
2020-02-05 16:00:00,1.0471
2020-02-06 16:00:00,1.0571
2020-02-09 16:00:00,1.0866
2020-02-10 16:00:00,1.0752
2020-02-11 16:00:00,1.0948
2020-02-12 16:00:00,1.0951
2020-02-13 16:00:00,1.1008
2020-02-16 16:00:00,1.1354
2020-02-17 16:00:00,1.146
2020-02-18 16:00:00,1.1342
2020-02-19 16:00:00,1.1559
2020-02-20 16:00:00,1.17
2020-02-23 16:00:00,1.1781
2020-02-24 16:00:00,1.1801
2020-02-25 16:00:00,1.1451
2020-02-26 16:00:00,1.1589
2020-02-27 16:00:00,1.0988
2020-03-01 16:00:00,1.1502
2020-03-02 16:00:00,1.1649
2020-03-03 16:00:00,1.1793
2020-03-04 16:00:00,1.1941
2020-03-05 16:00:00,1.1806
2020-03-08 16:00:00,1.141
2020-03-09 16:00:00,1.1608
2020-03-10 16:00:00,1.1524
2020-03-11 16:00:00,1.1243
2020-03-12 16:00:00,1.1136
2020-03-15 16:00:00,1.0633
2020-03-16 16:00:00,1.0632
2020-03-17 16:00:00,1.0557
2020-03-18 16:00:00,1.0649
2020-03-19 16:00:00,1.0817
2020-03-22 16:00:00,1.0463
2020-03-23 16:00:00,1.0635
2020-03-24 16:00:00,1.0827
2020-03-25 16:00:00,1.0737
2020-03-26 16:00:00,1.0664
2020-03-29 16:00:00,1.0602
2020-03-30 16:00:00,1.0788
2020-03-31 16:00:00,1.0625
2020-04-01 16:00:00,1.0755
2020-04-02 16:00:00,1.0693
2020-04-06 16:00:00,1.111
2020-04-07 16:00:00,1.1025
2020-04-08 16:00:00,1.1071
2020-04-09 16:00:00,1.089
2020-04-12 16:00:00,1.0953
2020-04-13 16:00:00,1.1157
2020-04-14 16:00:00,1.1058
2020-04-15 16:00:00,1.1075
2020-04-16 16:00:00,1.1093
2020-04-19 16:00:00,1.1306
2020-04-20 16:00:00,1.1273
2020-04-21 16:00:00,1.1498
2020-04-22 16:00:00,1.1469
2020-04-23 16:00:00,1.1307
2020-04-26 16:00:00,1.1321
2020-04-27 16:00:00,1.1229
2020-04-28 16:00:00,1.1255
2020-04-29 16:00:00,1.1358
2020-05-05 16:00:00,1.1529
2020-05-06 16:00:00,1.1657
2020-05-07 16:00:00,1.1812
2020-05-10 16:00:00,1.1815
2020-05-11 16:00:00,1.1798
2020-05-12 16:00:00,1.1818
2020-05-13 16:00:00,1.1597
2020-05-14 16:00:00,1.1597
2020-05-17 16:00:00,1.1672
2020-05-18 16:00:00,1.1756
2020-05-19 16:00:00,1.1609
2020-05-20 16:00:00,1.1458
2020-05-21 16:00:00,1.1237
2020-05-24 16:00:00,1.1225
2020-05-25 16:00:00,1.1409
2020-05-26 16:00:00,1.1413
