净值日期,单位净值
2019-09-24 16:00:00,0.9778
2019-09-25 16:00:00,0.9761
2019-09-26 16:00:00,0.977
2019-09-29 16:00:00,0.9765
2019-10-07 16:00:00,0.9779
2019-10-08 16:00:00,0.979
2019-10-09 16:00:00,0.9824
2019-10-10 16:00:00,0.9848
2019-10-13 16:00:00,0.9885
2019-10-14 16:00:00,0.987
2019-10-15 16:00:00,0.9865
2019-10-16 16:00:00,0.9866
2019-10-17 16:00:00,0.9822
2019-10-20 16:00:00,0.982
2019-10-21 16:00:00,0.9846
2019-10-22 16:00:00,0.9841
2019-10-23 16:00:00,0.9835
2019-10-24 16:00:00,0.9856
2019-10-27 16:00:00,0.9897
2019-10-28 16:00:00,0.9871
2019-10-29 16:00:00,0.9886
2019-10-30 16:00:00,0.9905
2019-10-31 16:00:00,0.9946
2019-11-03 16:00:00,0.9957
2019-11-04 16:00:00,0.9988
2019-11-05 16:00:00,1.0013
2019-11-06 16:00:00,1.0011
2019-11-07 16:00:00,0.9997
2019-11-10 16:00:00,0.9935
2019-11-11 16:00:00,0.9939
2019-11-12 16:00:00,0.9938
2019-11-13 16:00:00,0.9937
2019-11-14 16:00:00,0.9925
2019-11-17 16:00:00,1.0005
2019-11-18 16:00:00,1.0043
2019-11-19 16:00:00,1.0037
2019-11-20 16:00:00,1.0025
2019-11-21 16:00:00,1.0011
2019-11-24 16:00:00,1.0048
2019-11-25 16:00:00,1.0049
2019-11-26 16:00:00,1.0039
2019-11-27 16:00:00,1.0045
2019-11-28 16:00:00,1.0018
2019-12-01 16:00:00,1.0013
2019-12-02 16:00:00,1.0022
2019-12-03 16:00:00,1.0019
2019-12-04 16:00:00,1.0029
2019-12-05 16:00:00,1.0034
2019-12-08 16:00:00,1.0043
2019-12-09 16:00:00,1.0047
2019-12-10 16:00:00,1.0063
2019-12-11 16:00:00,1.0069
2019-12-12 16:00:00,1.0099
2019-12-15 16:00:00,1.0113
2019-12-16 16:00:00,1.0127
2019-12-17 16:00:00,1.0138
2019-12-18 16:00:00,1.0145
2019-12-19 16:00:00,1.0148
2019-12-22 16:00:00,1.0142
2019-12-23 16:00:00,1.0165
2019-12-24 16:00:00,1.0188
2019-12-25 16:00:00,1.0207
2019-12-26 16:00:00,1.0221
2019-12-29 16:00:00,1.0236
2019-12-30 16:00:00,1.0239
2020-01-01 16:00:00,1.0323
2020-01-02 16:00:00,1.0312
2020-01-05 16:00:00,1.0306
2020-01-06 16:00:00,1.0341
2020-01-07 16:00:00,1.0331
2020-01-08 16:00:00,1.0384
2020-01-09 16:00:00,1.038
2020-01-12 16:00:00,1.0485
2020-01-13 16:00:00,1.0476
2020-01-14 16:00:00,1.0525
2020-01-15 16:00:00,1.0589
2020-01-16 16:00:00,1.0673
2020-01-19 16:00:00,1.0667
2020-01-20 16:00:00,1.0596
2020-01-21 16:00:00,1.0613
2020-01-22 16:00:00,1.0506
2020-02-02 16:00:00,1.0263
2020-02-03 16:00:00,1.0327
2020-02-04 16:00:00,1.0348
2020-02-05 16:00:00,1.0367
2020-02-06 16:00:00,1.0377
2020-02-09 16:00:00,1.0397
2020-02-10 16:00:00,1.0416
2020-02-11 16:00:00,1.0431
2020-02-12 16:00:00,1.0432
2020-02-13 16:00:00,1.0448
2020-02-16 16:00:00,1.0499
2020-02-17 16:00:00,1.0483
2020-02-18 16:00:00,1.0474
2020-02-19 16:00:00,1.0506
2020-02-20 16:00:00,1.0509
2020-02-23 16:00:00,1.0518
2020-02-24 16:00:00,1.0522
2020-02-25 16:00:00,1.0494
2020-02-26 16:00:00,1.0507
2020-02-27 16:00:00,1.0423
2020-03-01 16:00:00,1.0515
2020-03-02 16:00:00,1.0515
2020-03-03 16:00:00,1.0526
2020-03-04 16:00:00,1.0579
2020-03-05 16:00:00,1.055
2020-03-08 16:00:00,1.0481
2020-03-09 16:00:00,1.0523
2020-03-10 16:00:00,1.0493
2020-03-11 16:00:00,1.0463
2020-03-12 16:00:00,1.0431
2020-03-15 16:00:00,1.0344
2020-03-16 16:00:00,1.0335
2020-03-17 16:00:00,1.0313
2020-03-18 16:00:00,1.0291
2020-03-19 16:00:00,1.0322
2020-03-22 16:00:00,1.0247
2020-03-23 16:00:00,1.0292
2020-03-24 16:00:00,1.0341
2020-03-25 16:00:00,1.033
2020-03-26 16:00:00,1.0343
2020-03-29 16:00:00,1.0328
2020-03-30 16:00:00,1.0327
2020-03-31 16:00:00,1.0326
2020-04-01 16:00:00,1.0344
2020-04-02 16:00:00,1.0338
2020-04-06 16:00:00,1.0359
2020-04-07 16:00:00,1.0355
2020-04-08 16:00:00,1.0357
2020-04-09 16:00:00,1.035
2020-04-12 16:00:00,1.0361
2020-04-13 16:00:00,1.0382
2020-04-14 16:00:00,1.0359
2020-04-15 16:00:00,1.0363
2020-04-16 16:00:00,1.0376
2020-04-19 16:00:00,1.0384
2020-04-20 16:00:00,1.0369
2020-04-21 16:00:00,1.0371
2020-04-22 16:00:00,1.0368
2020-04-23 16:00:00,1.0359
2020-04-26 16:00:00,1.0353
2020-04-27 16:00:00,1.034
2020-04-28 16:00:00,1.0348
2020-04-29 16:00:00,1.0368
2020-05-05 16:00:00,1.0381
2020-05-06 16:00:00,1.0366
2020-05-07 16:00:00,1.0385
2020-05-10 16:00:00,1.0372
2020-05-11 16:00:00,1.0374
2020-05-12 16:00:00,1.0386
2020-05-13 16:00:00,1.0354
2020-05-14 16:00:00,1.0346
2020-05-17 16:00:00,1.0343
2020-05-18 16:00:00,1.0366
2020-05-19 16:00:00,1.0332
2020-05-20 16:00:00,1.0316
2020-05-21 16:00:00,1.0243
2020-05-24 16:00:00,1.0249
2020-05-25 16:00:00,1.0289
2020-05-26 16:00:00,1.0262
2020-05-27 16:00:00,1.028
2020-05-28 16:00:00,1.03
2020-05-31 16:00:00,1.0368
2020-06-01 16:00:00,1.0362
2020-06-02 16:00:00,1.037
2020-06-03 16:00:00,1.0372
2020-06-04 16:00:00,1.0395
2020-06-07 16:00:00,1.039
2020-06-08 16:00:00,1.0433
2020-06-09 16:00:00,1.0427
2020-06-10 16:00:00,1.0398
2020-06-11 16:00:00,1.039
2020-06-14 16:00:00,1.0373
2020-06-15 16:00:00,1.0433
2020-06-16 16:00:00,1.0439
2020-06-17 16:00:00,1.044
2020-06-18 16:00:00,1.05
2020-06-21 16:00:00,1.0526
2020-06-22 16:00:00,1.0566
2020-06-23 16:00:00,1.0571
2020-06-28 16:00:00,1.054
2020-06-29 16:00:00,1.061
2020-06-30 16:00:00,1.0637
2020-07-01 16:00:00,1.0712
2020-07-02 16:00:00,1.0784
2020-07-05 16:00:00,1.0977
2020-07-06 16:00:00,1.1056
2020-07-07 16:00:00,1.1146
2020-07-08 16:00:00,1.1303
2020-07-09 16:00:00,1.1281
2020-07-12 16:00:00,1.1458
2020-07-13 16:00:00,1.1372
2020-07-14 16:00:00,1.1329
2020-07-15 16:00:00,1.0803
2020-07-16 16:00:00,1.0895
2020-07-19 16:00:00,1.1009
2020-07-20 16:00:00,1.1081
2020-07-21 16:00:00,1.1122
2020-07-22 16:00:00,1.1161
2020-07-23 16:00:00,1.082
2020-07-26 16:00:00,1.0834
2020-07-27 16:00:00,1.0902
2020-07-28 16:00:00,1.1038
2020-07-29 16:00:00,1.1034
2020-07-30 16:00:00,1.1106
2020-08-02 16:00:00,1.1192
2020-08-03 16:00:00,1.1213
2020-08-04 16:00:00,1.1249
2020-08-05 16:00:00,1.1204
2020-08-06 16:00:00,1.117
2020-08-09 16:00:00,1.1195
2020-08-10 16:00:00,1.1157
2020-08-11 16:00:00,1.1112
2020-08-12 16:00:00,1.1103
2020-08-13 16:00:00,1.1155
2020-08-16 16:00:00,1.1247
2020-08-17 16:00:00,1.1288
2020-08-18 16:00:00,1.1246
2020-08-19 16:00:00,1.1193
2020-08-20 16:00:00,1.1224
2020-08-23 16:00:00,1.1275
2020-08-24 16:00:00,1.1292
2020-08-25 16:00:00,1.126
2020-08-26 16:00:00,1.1292
2020-08-27 16:00:00,1.1423
2020-08-30 16:00:00,1.0925
2020-08-31 16:00:00,1.0956
2020-09-01 16:00:00,1.0964
2020-09-02 16:00:00,1.0935
2020-09-03 16:00:00,1.0858
2020-09-06 16:00:00,1.074
2020-09-07 16:00:00,1.0782
2020-09-08 16:00:00,1.0662
2020-09-09 16:00:00,1.0681
2020-09-10 16:00:00,1.0747
2020-09-13 16:00:00,1.0783
2020-09-14 16:00:00,1.0831
2020-09-15 16:00:00,1.0813
2020-09-16 16:00:00,1.0767
2020-09-17 16:00:00,1.0871
2020-09-20 16:00:00,1.0816
2020-09-21 16:00:00,1.0748
2020-09-22 16:00:00,1.0791
2020-09-23 16:00:00,1.0681
2020-09-24 16:00:00,1.0681
2020-09-27 16:00:00,1.069
2020-09-28 16:00:00,1.069
2020-09-29 16:00:00,1.0706
2020-10-08 16:00:00,1.0803
2020-10-11 16:00:00,1.098
